"R0000100","R0214800","T8089600","T8089800","T8218700","T8219400"
6679,1,-5,-5,-5,-5
6680,1,185,5,50000,57
6681,1,178,4,80000,55
6682,1,-5,-5,-5,-5
6683,2,-5,-5,-5,-5
6684,2,-5,-5,-5,-5
6685,2,-5,-5,-5,-5
6686,2,-5,-5,-5,-5
6687,1,-5,-5,-5,-5
6688,2,-5,-5,-5,-5
6689,1,-5,-5,-5,-5
6690,1,-5,-5,-5,-5
6691,1,-5,-5,-5,-5
6692,2,-5,-5,-5,-5
6693,2,120,11,-3,57
6694,2,170,2,10740,60
6695,2,-5,-5,-5,-5
6696,1,-5,-5,-5,-5
6697,1,170,9,-3,61
6698,1,224,2,13776,54
6699,2,-5,-5,-5,-5
6700,1,-5,-5,-5,-5
6701,1,-5,-5,-5,-5
6702,1,-5,-5,-5,-5
6703,2,-1,4,-3,57
6704,2,169,3,-3,58
6705,1,-5,-5,-5,-5
6706,1,-5,-5,-5,-5
6707,2,165,5,349000,60
6708,2,145,10,265000,54
6709,2,247,4,18420,57
6710,1,150,7,0,60
6711,2,168,2,138250,55
6712,2,167,1,132400,61
6713,1,180,4,-3,59
6714,2,-5,-5,-5,-5
6715,2,-5,-5,-5,-5
6716,1,160,6,1188,57
6717,1,303,3,-3,59
6718,2,150,11,-3,55
6719,1,180,4,-3,57
6720,2,126,2,-3,60
6721,1,205,8,-3,57
6722,2,-5,-5,-5,-5
6723,1,-5,-5,-5,-5
6724,1,245,0,-3,59
6725,2,-5,-5,-5,-5
6726,2,-5,-5,-5,-5
6727,2,145,2,117000,61
6728,1,205,11,2304,56
6729,1,160,0,118000,54
6730,2,260,2,13032,57
6731,2,-5,-5,-5,-5
6732,1,-5,-5,-5,-5
6733,1,-5,-5,-5,-5
6734,2,150,6,-3,61
6735,1,-5,-5,-5,-5
6736,1,180,2,37580,57
6737,2,-5,-5,-5,-5
6738,2,150,0,14400,57
6739,1,165,5,50000,55
6740,2,-5,-5,-5,-5
6741,2,142,2,0,57
6742,2,190,2,9504,58
6743,1,-5,-5,-5,-5
6744,2,128,11,78000,56
6745,2,135,4,78500,54
6746,1,158,2,-3,57
6747,2,-5,-5,-5,-5
6748,1,180,8,277000,56
6749,2,155,5,64000,58
6750,2,-5,-5,-5,-5
6751,1,195,0,238000,60
6752,2,224,2,21769,57
6753,2,-5,-5,-5,-5
6754,2,150,2,190100,56
6755,2,-5,-5,-5,-5
6756,2,230,10,46300,61
6757,2,240,0,29095,58
6758,2,-5,-5,-5,-5
6759,1,167,7,-3,54
6760,1,171,0,0,54
6761,2,165,6,-3,57
6762,1,-5,-5,-5,-5
6763,2,-5,-5,-5,-5
6764,1,170,2,-3,58
6765,2,187,3,89000,55
6766,2,-5,-5,-5,-5
6767,2,-5,-5,-5,-5
6768,1,-5,-5,-5,-5
6769,1,245,8,-3,58
6770,1,296,10,113500,56
6771,1,-5,-5,-5,-5
6772,2,150,5,10000,59
6773,2,140,0,10704,60
6774,2,120,-4,103000,59
6775,1,138,7,0,58
6776,1,213,0,171200,57
6777,2,-5,-5,-5,-5
6778,1,-5,-5,-5,-5
6779,1,250,8,164000,59
6780,2,155,1,-3,54
6781,1,-5,-5,-5,-5
6782,1,-5,-5,-5,-5
6783,2,200,5,71000,56
6784,1,-5,-5,-5,-5
6785,1,175,6,-3,58
6786,1,145,4,-3,56
6787,2,248,1,-3,59
6788,2,244,6,-3,55
6789,1,142,1,32400,58
6790,1,-5,-5,-5,-5
6791,1,-5,-5,-5,-5
6792,1,160,7,46000,55
6793,2,-5,-5,-5,-5
6794,1,-5,-5,-5,-5
6795,1,250,4,26000,60
6796,1,-5,-5,-5,-5
6797,2,-5,-5,-5,-5
6798,2,-5,-5,-5,-5
6799,1,165,6,50000,57
6800,1,215,11,300000,57
6801,1,250,0,93000,56
6802,1,175,9,100000,56
6803,1,210,8,270000,60
6804,2,140,2,33600,59
6805,1,180,3,184000,54
6806,1,210,10,17500,58
6807,2,207,4,0,55
6808,1,265,2,38400,54
6809,1,-5,-5,-5,-5
6810,2,-5,-5,-5,-5
6811,1,-5,-5,-5,-5
6812,2,163,3,24000,60
6813,1,-5,-5,-5,-5
6814,2,-5,-5,-5,-5
6815,1,134,5,49649,61
6816,2,175,4,200250,60
6817,2,150,5,241065,56
6818,2,167,4,135000,54
6819,1,251,1,41360,53
6820,2,-5,-5,-5,-5
6821,1,-5,-5,-5,-5
6822,2,-5,-5,-5,-5
6823,2,287,6,40000,55
6824,1,-5,-5,-5,-5
6825,2,170,11,89000,59
6826,2,98,2,-3,54
6827,1,-5,-5,-5,-5
6828,2,-5,-5,-5,-5
6829,2,191,0,-3,60
6830,2,-5,-5,-5,-5
6831,2,-5,-5,-5,-5
6832,2,-5,-5,-5,-5
6833,1,-5,-5,-5,-5
6834,1,-5,-5,-5,-5
6835,2,132,4,46504,54
6836,1,175,1,-3,61
6837,1,175,7,59000,58
6838,1,195,10,89000,56
6839,2,190,4,179536,57
6840,1,168,5,123000,53
6841,1,-5,-5,-5,-5
6842,2,160,8,-3,56
6843,1,220,9,226000,58
6844,1,270,1,-3,56
6845,2,170,3,55000,59
6846,1,181,7,9000,57
6847,2,-5,-5,-5,-5
6848,2,200,4,18000,54
6849,1,150,0,2400,57
6850,1,-5,-5,-5,-5
6851,1,-5,-5,-5,-5
6852,2,-5,-5,-5,-5
6853,1,250,1,210000,58
6854,2,-5,-5,-5,-5
6855,2,-5,-5,-5,-5
6856,2,-5,-5,-5,-5
6857,1,190,10,62000,61
6858,2,222,6,73000,55
6859,1,-5,-5,-5,-5
6860,1,175,6,58000,55
6861,1,150,11,-3,56
6862,2,181,4,-3,60
6863,1,160,7,2090,55
6864,1,-5,-5,-5,-5
6865,1,184,11,9564,61
6866,2,207,7,35000,60
6867,1,200,4,-3,56
6868,1,220,0,73000,54
6869,2,-5,-5,-5,-5
6870,2,-5,-5,-5,-5
6871,1,-5,-5,-5,-5
6872,1,295,1,0,60
6873,1,275,10,57600,57
6874,2,-5,-5,-5,-5
6875,2,-5,-5,-5,-5
6876,2,170,8,60000,54
6877,2,-5,-5,-5,-5
6878,1,220,11,77000,58
6879,2,192,5,88000,54
6880,2,150,7,25000,58
6881,2,197,8,115000,59
6882,1,-5,-5,-5,-5
6883,1,-5,-5,-5,-5
6884,1,160,7,40000,58
6885,2,99,0,55000,56
6886,1,215,1,75000,59
6887,2,150,9,98000,57
6888,1,190,9,-3,61
6889,1,160,7,20000,60
6890,2,140,2,29000,58
6891,2,162,6,120000,56
6892,1,260,0,70000,59
6893,2,162,2,60000,57
6894,1,215,6,155000,55
6895,2,190,2,25000,57
6896,1,175,10,-3,58
6897,1,193,1,172000,54
6898,1,235,11,-3,55
6899,1,-5,-5,-5,-5
6900,1,-5,-5,-5,-5
6901,2,190,1,21345,57
6902,1,175,2,0,56
6903,1,-5,-5,-5,-5
6904,1,210,6,-3,60
6905,2,220,3,0,58
6906,1,-5,-5,-5,-5
6907,1,240,5,75000,55
6908,1,250,7,80000,56
6909,1,210,10,102000,55
6910,1,-5,-5,-5,-5
6911,1,186,9,15204,53
6912,1,200,11,21800,59
6913,2,206,7,43300,58
6914,1,270,2,198000,55
6915,2,-5,-5,-5,-5
6916,2,-5,-5,-5,-5
6917,2,-5,-5,-5,-5
6918,1,-5,-5,-5,-5
6919,2,-5,-5,-5,-5
6920,2,-5,-5,-5,-5
6921,2,-5,-5,-5,-5
6922,1,-5,-5,-5,-5
6923,2,-5,-5,-5,-5
6924,1,-5,-5,-5,-5
6925,2,-5,-5,-5,-5
6926,1,-5,-5,-5,-5
6927,1,-5,-5,-5,-5
6928,1,-5,-5,-5,-5
6929,2,-5,-5,-5,-5
6930,2,204,5,113800,59
6931,2,224,7,38000,60
6932,2,230,8,54000,61
6933,2,-5,-5,-5,-5
6934,2,-5,-5,-5,-5
6935,1,-5,-5,-5,-5
6936,2,-5,-5,-5,-5
6937,2,-5,-5,-5,-5
6938,1,215,0,168000,54
6939,2,122,5,-3,61
6940,2,155,7,65000,61
6941,1,137,6,10548,59
6942,1,192,10,116000,57
6943,2,-5,-5,-5,-5
6944,2,-5,-5,-5,-5
6945,2,-5,-5,-5,-5
6946,1,-5,-5,-5,-5
6947,1,-5,-5,-5,-5
6948,2,160,3,70000,61
6949,2,170,6,55000,57
6950,2,130,7,-3,56
6951,2,-5,-5,-5,-5
6952,2,240,3,42000,55
6953,2,118,4,-3,53
6954,1,230,8,70000,60
6955,1,240,9,32000,58
6956,2,-5,-5,-5,-5
6957,2,124,1,25000,58
6958,1,200,8,19200,57
6959,1,180,7,-3,56
6960,1,160,6,54000,54
6961,1,-5,-5,-5,-5
6962,2,191,3,0,56
6963,2,-5,-5,-5,-5
6964,1,170,6,-3,58
6965,2,-5,-5,-5,-5
6966,2,175,10,7584,55
6967,2,150,5,2304,58
6968,2,252,2,75000,56
6969,1,185,10,13141,55
6970,2,179,2,-3,61
6971,2,260,7,26000,57
6972,1,167,1,102000,56
6973,2,-5,-5,-5,-5
6974,1,-5,-5,-5,-5
6975,1,-5,-5,-5,-5
6976,2,-5,-5,-5,-5
6977,2,-5,-5,-5,-5
6978,2,-5,-5,-5,-5
6979,2,-5,-5,-5,-5
6980,2,-5,-5,-5,-5
6981,2,-5,-5,-5,-5
6982,2,-5,-5,-5,-5
6983,2,-5,-5,-5,-5
6984,2,-5,-5,-5,-5
6985,2,-5,-5,-5,-5
6986,2,-5,-5,-5,-5
6987,1,-5,-5,-5,-5
6988,1,180,11,15000,58
6989,2,184,2,8500,59
6990,2,140,0,122050,61
6991,1,220,11,24000,59
6992,2,-5,-5,-5,-5
6993,1,235,11,18000,59
6994,2,198,2,25000,58
6995,2,197,5,10092,58
6996,1,232,0,702057,56
6997,2,206,10,-3,57
6998,1,260,11,369900,55
6999,2,214,3,95000,54
7000,2,-5,-5,-5,-5
7001,1,-5,-5,-5,-5
7002,2,-1,4,32900,57
7003,1,150,7,13500,56
7004,1,260,9,66800,54
7005,2,278,6,19494,58
7006,2,-5,-5,-5,-5
7007,1,-5,-5,-5,-5
7008,1,190,9,10644,61
7009,1,235,2,45000,59
7010,1,-1,-1,-3,55
7011,1,-5,-5,-5,-5
7012,2,-5,-5,-5,-5
7013,1,-5,-5,-5,-5
7014,1,-5,-5,-5,-5
7015,2,-5,-5,-5,-5
7016,2,-5,-5,-5,-5
7017,2,-5,-5,-5,-5
7018,1,-5,-5,-5,-5
7019,2,-5,-5,-5,-5
7020,2,-5,-5,-5,-5
7021,2,-5,-5,-5,-5
7022,2,-5,-5,-5,-5
7023,1,-5,-5,-5,-5
7024,2,-5,-5,-5,-5
7025,1,235,9,114700,61
7026,1,-5,-5,-5,-5
7027,1,-5,-5,-5,-5
7028,2,-5,-5,-5,-5
7029,1,-5,-5,-5,-5
7030,2,-5,-5,-5,-5
7031,2,-5,-5,-5,-5
7032,2,-5,-5,-5,-5
7033,1,-5,-5,-5,-5
7034,2,-5,-5,-5,-5
7035,1,-5,-5,-5,-5
7036,2,-5,-5,-5,-5
7037,1,-5,-5,-5,-5
7038,2,-5,-5,-5,-5
7039,2,-5,-5,-5,-5
7040,2,-5,-5,-5,-5
7041,1,-5,-5,-5,-5
7042,2,-5,-5,-5,-5
7043,1,-5,-5,-5,-5
7044,1,-5,-5,-5,-5
7045,2,-5,-5,-5,-5
7046,2,-5,-5,-5,-5
7047,1,-5,-5,-5,-5
7048,2,125,0,104200,54
7049,2,148,0,40000,56
7050,2,185,2,20000,55
7051,2,-5,-5,-5,-5
7052,2,-5,-5,-5,-5
7053,2,-5,-5,-5,-5
7054,2,170,3,71200,60
7055,2,-5,-5,-5,-5
7056,1,-5,-5,-5,-5
7057,1,-5,-5,-5,-5
7058,2,-5,-5,-5,-5
7059,1,-5,-5,-5,-5
7060,1,-5,-5,-5,-5
7061,1,-5,-5,-5,-5
7062,1,-5,-5,-5,-5
7063,1,-5,-5,-5,-5
7064,2,357,5,8196,57
7065,2,235,2,73000,56
7066,2,235,8,9672,58
7067,2,-5,-5,-5,-5
7068,1,225,6,-3,58
7069,1,195,1,10020,57
7070,1,248,0,98000,57
7071,1,170,8,870,54
7072,1,148,6,11388,59
7073,2,225,11,16200,55
7074,2,160,4,20988,60
7075,2,160,2,115500,59
7076,1,150,8,18000,57
7077,2,145,4,0,60
7078,1,-5,-5,-5,-5
7079,1,240,9,36000,54
7080,1,-5,-5,-5,-5
7081,2,187,5,101000,55
7082,1,215,8,94000,58
7083,1,190,0,14616,54
7084,2,147,2,702057,61
7085,2,200,7,-3,59
7086,2,132,3,-3,58
7087,1,200,7,73000,57
7088,2,-5,-5,-5,-5
7089,2,155,3,18000,58
7090,1,-5,-5,-5,-5
7091,1,-5,-5,-5,-5
7092,2,155,1,22328,57
7093,1,-5,-5,-5,-5
7094,2,220,8,-3,61
7095,2,145,3,9000,61
7096,2,150,6,23647,60
7097,2,220,2,-3,61
7098,2,-5,-5,-5,-5
7099,1,210,2,340400,60
7100,1,-5,-5,-5,-5
7101,1,285,3,81876,60
7102,2,335,6,84000,57
7103,1,195,0,100000,59
7104,1,185,0,280000,54
7105,2,-5,-5,-5,-5
7106,2,220,4,225000,54
7107,2,175,2,106000,56
7108,1,-5,-5,-5,-5
7109,1,-5,-5,-5,-5
7110,1,-5,-5,-5,-5
7111,2,-5,-5,-5,-5
7112,1,-5,-5,-5,-5
7113,1,180,3,7911,57
7114,1,180,10,-3,56
7115,2,181,0,78000,55
7116,2,180,6,54000,60
7117,1,-5,-5,-5,-5
7118,2,-1,-1,-3,56
7119,1,-5,-5,-5,-5
7120,2,175,4,70000,59
7121,1,215,9,215000,59
7122,1,-5,-5,-5,-5
7123,2,206,7,38400,56
7124,2,260,3,307200,60
7125,1,174,11,-3,61
7126,2,194,5,85000,59
7127,2,196,2,0,58
7128,2,204,0,90000,57
7129,1,-5,-5,-5,-5
7130,2,220,6,32000,59
7131,1,190,7,-3,58
7132,1,130,4,24968,59
7133,1,210,0,17500,57
7134,1,195,2,23000,58
7135,1,152,8,2196,60
7136,1,268,2,11049,58
7137,2,-5,-5,-5,-5
7138,2,118,1,-3,61
7139,2,257,9,10300,59
7140,1,228,7,-3,57
7141,1,180,0,43760,56
7142,1,184,3,9012,55
7143,1,235,10,200500,57
7144,2,110,2,52000,56
7145,1,-5,-5,-5,-5
7146,2,155,4,28000,55
7147,2,155,2,46720,56
7148,2,280,6,52000,60
7149,1,210,5,0,56
7150,1,255,3,73000,61
7151,1,260,11,-3,59
7152,2,168,4,64572,58
7153,2,192,2,65000,56
7154,1,290,8,94000,55
7155,1,213,1,89800,60
7156,2,-5,-5,-5,-5
7157,2,170,0,-3,59
7158,2,300,9,10189,58
7159,2,-5,-5,-5,-5
7160,2,155,1,42000,55
7161,1,198,1,-3,58
7162,1,230,5,38124,59
7163,2,146,5,-3,61
7164,1,222,2,-3,58
7165,1,185,11,80000,55
7166,2,162,0,702057,54
7167,2,-5,-5,-5,-5
7168,1,-5,-5,-5,-5
7169,2,-5,-5,-5,-5
7170,2,138,1,0,59
7171,2,260,3,-3,58
7172,2,240,0,28340,57
7173,1,255,7,30920,55
7174,2,162,9,39000,56
7175,2,189,3,41600,58
7176,1,-5,-5,-5,-5
7177,2,-5,-5,-5,-5
7178,2,180,5,0,59
7179,2,185,8,2451,56
7180,2,147,7,-3,59
7181,2,160,5,20000,59
7182,1,240,0,2400,58
7183,2,142,3,28000,58
7184,2,185,1,32000,55
7185,1,185,7,-3,56
7186,2,152,11,0,54
7187,1,155,8,9000,56
7188,1,169,4,27000,54
7189,2,135,2,-3,58
7190,1,223,11,95000,57
7191,1,220,11,-3,55
7192,2,249,2,11244,61
7193,1,-5,-5,-5,-5
7194,2,195,0,195000,55
7195,1,-5,-5,-5,-5
7196,1,180,9,-3,58
7197,2,150,2,9000,58
7198,2,155,3,86500,57
7199,2,260,6,151000,60
7200,1,180,7,53000,59
7201,2,108,1,145000,55
7202,2,-5,-5,-5,-5
7203,1,-5,-5,-5,-5
7204,1,-5,-5,-5,-5
7205,1,-5,-5,-5,-5
7206,2,-5,-5,-5,-5
7207,2,165,7,32000,59
7208,1,200,5,50621,59
7209,2,170,4,-3,56
7210,1,194,7,56000,61
7211,2,159,3,267000,54
7212,2,218,7,85000,61
7213,1,-5,-5,-5,-5
7214,2,120,2,63000,56
7215,2,285,7,119000,55
7216,2,195,5,23200,57
7217,2,236,1,-3,58
7218,1,170,8,94000,60
7219,1,220,11,73000,55
7220,2,170,6,22793,57
7221,1,247,4,22000,61
7222,1,-5,-5,-5,-5
7223,1,-5,-5,-5,-5
7224,2,-5,-5,-5,-5
7225,1,232,2,-3,60
7226,2,325,4,36566,57
7227,1,-5,-5,-5,-5
7228,2,176,6,106000,54
7229,1,211,11,-3,60
7230,1,-5,-5,-5,-5
7231,2,-5,-5,-5,-5
7232,2,155,4,9000,57
7233,2,-5,-5,-5,-5
7234,1,-5,-5,-5,-5
7235,2,150,11,37000,59
7236,2,230,7,85000,54
7237,2,-5,-5,-5,-5
7238,1,-5,-5,-5,-5
7239,1,-5,-5,-5,-5
7240,1,167,6,156000,57
7241,2,122,11,109000,56
7242,1,-5,-5,-5,-5
7243,1,-5,-5,-5,-5
7244,2,175,4,-3,54
7245,2,168,5,65404,59
7246,2,190,5,40200,57
7247,2,170,5,-3,56
7248,1,250,8,193096,57
7249,2,135,1,70000,58
7250,1,-5,-5,-5,-5
7251,1,-5,-5,-5,-5
7252,2,110,6,30000,62
7253,2,209,6,9360,55
7254,1,150,7,9132,54
7255,2,-5,-5,-5,-5
7256,2,165,4,-3,54
7257,1,190,6,-3,57
7258,2,122,2,35000,56
7259,2,190,6,-3,54
7260,1,190,2,50000,59
7261,1,185,11,62000,55
7262,1,-5,-5,-5,-5
7263,2,220,6,8304,54
7264,2,-5,-5,-5,-5
7265,1,227,0,-3,55
7266,1,-5,-5,-5,-5
7267,1,180,0,-3,61
7268,1,260,2,49000,55
7269,1,-5,-5,-5,-5
7270,1,-5,-5,-5,-5
7271,2,240,8,-3,61
7272,1,-5,-5,-5,-5
7273,1,250,3,55000,58
7274,2,164,7,161000,54
7275,2,165,4,34000,56
7276,2,185,8,70000,55
7277,1,240,10,35000,55
7278,2,155,4,-3,61
7279,1,165,0,40000,60
7280,1,180,1,1176,58
7281,1,-5,-5,-5,-5
7282,2,190,7,36216,55
7283,2,170,4,0,55
7284,2,143,6,0,55
7285,2,180,5,84000,55
7286,2,128,8,185000,55
7287,2,-5,-5,-5,-5
7288,2,-5,-5,-5,-5
7289,1,-5,-5,-5,-5
7290,1,-5,-5,-5,-5
7291,2,-5,-5,-5,-5
7292,1,-5,-5,-5,-5
7293,2,-2,3,73000,60
7294,1,160,8,5500,58
7295,2,-5,-5,-5,-5
7296,2,280,2,43500,57
7297,1,205,9,-3,58
7298,1,-5,-5,-5,-5
7299,1,-5,-5,-5,-5
7300,2,160,4,46760,56
7301,1,175,9,-3,55
7302,2,160,3,14784,61
7303,2,-5,-5,-5,-5
7304,2,180,5,-3,59
7305,2,155,1,108699,60
7306,1,-5,-5,-5,-5
7307,1,-5,-5,-5,-5
7308,2,-5,-5,-5,-5
7309,1,-5,-5,-5,-5
7310,2,-5,-5,-5,-5
7311,1,-5,-5,-5,-5
7312,2,-5,-5,-5,-5
7313,1,190,7,59000,59
7314,2,-5,-5,-5,-5
7315,1,150,7,26000,60
7316,2,155,2,150000,61
7317,2,-5,-5,-5,-5
7318,1,188,0,-3,54
7319,1,-5,-5,-5,-5
7320,1,229,10,-3,55
7321,1,176,5,-3,58
7322,2,172,1,30000,55
7323,2,-5,-5,-5,-5
7324,2,170,2,52000,54
7325,2,174,8,2328,54
7326,1,-5,-5,-5,-5
7327,2,-5,-5,-5,-5
7328,2,-5,-5,-5,-5
7329,1,-5,-5,-5,-5
7330,2,-5,-5,-5,-5
7331,2,-5,-5,-5,-5
7332,1,195,2,71092,61
7333,1,-5,-5,-5,-5
7334,1,-5,-5,-5,-5
7335,1,-5,-5,-5,-5
7336,1,479,10,14316,61
7337,2,200,2,42000,56
7338,2,-5,-5,-5,-5
7339,2,-5,-5,-5,-5
7340,1,197,2,90350,60
7341,2,-5,-5,-5,-5
7342,1,-5,-5,-5,-5
7343,1,-5,-5,-5,-5
7344,2,-5,-5,-5,-5
7345,2,-5,-5,-5,-5
7346,2,-5,-5,-5,-5
7347,1,-5,-5,-5,-5
7348,2,-5,-5,-5,-5
7349,1,-5,-5,-5,-5
7350,2,-5,-5,-5,-5
7351,2,-5,-5,-5,-5
7352,2,-5,-5,-5,-5
7353,1,-5,-5,-5,-5
7354,1,-5,-5,-5,-5
7355,2,-5,-5,-5,-5
7356,2,-5,-5,-5,-5
7357,2,-5,-5,-5,-5
7358,2,-5,-5,-5,-5
7359,2,-5,-5,-5,-5
7360,2,172,3,86800,55
7361,2,143,2,5622,57
7362,1,-5,-5,-5,-5
7363,1,-5,-5,-5,-5
7364,1,-5,-5,-5,-5
7365,1,-5,-5,-5,-5
7366,1,-5,-5,-5,-5
7367,2,-5,-5,-5,-5
7368,2,150,6,45000,58
7369,1,202,10,209000,56
7370,1,185,9,151000,55
7371,2,-5,-5,-5,-5
7372,1,220,10,325000,54
7373,1,140,6,0,57
7374,2,-5,-5,-5,-5
7375,2,-5,-5,-5,-5
7376,2,-5,-5,-5,-5
7377,2,140,5,23000,61
7378,2,152,5,20600,59
7379,1,197,6,144000,57
7380,1,-5,-5,-5,-5
7381,1,157,7,0,54
7382,2,178,8,11124,56
7383,2,180,2,-3,55
7384,1,-5,-5,-5,-5
7385,1,150,6,10300,58
7386,1,250,0,47000,56
7387,1,-5,-5,-5,-5
7388,2,-5,-5,-5,-5
7389,2,240,5,-3,60
7390,2,240,9,25000,55
7391,2,192,11,58000,60
7392,2,-5,-5,-5,-5
7393,2,225,4,17000,60
7394,2,210,9,80000,55
7395,2,127,4,167000,56
7396,2,135,5,120000,54
7397,2,199,3,25600,59
7398,2,-5,-5,-5,-5
7399,1,210,11,202020,54
7400,1,175,7,41000,57
7401,1,178,11,40000,55
7402,1,-5,-5,-5,-5
7403,2,-5,-5,-5,-5
7404,1,145,1,0,55
7405,2,146,11,1200,54
7406,1,-5,-5,-5,-5
7407,2,-5,-5,-5,-5
7408,2,-5,-5,-5,-5
7409,2,-5,-5,-5,-5
7410,2,293,6,72185,57
7411,1,307,1,108000,58
7412,1,-5,-5,-5,-5
7413,1,280,2,59600,61
7414,2,-5,-5,-5,-5
7415,2,-5,-5,-5,-5
7416,2,-5,-5,-5,-5
7417,1,189,9,106000,56
7418,2,-5,-5,-5,-5
7419,1,-5,-5,-5,-5
7420,2,-5,-5,-5,-5
7421,2,-5,-5,-5,-5
7422,2,-5,-5,-5,-5
7423,2,-5,-5,-5,-5
7424,1,180,0,150600,57
7425,1,-5,-5,-5,-5
7426,2,-1,2,224850,60
7427,1,225,9,199996,57
7428,2,179,3,165000,54
7429,1,-5,-5,-5,-5
7430,2,160,3,186000,58
7431,1,-5,-5,-5,-5
7432,2,175,1,71200,57
7433,2,172,4,-3,59
7434,1,-5,-5,-5,-5
7435,2,175,2,32600,58
7436,2,230,4,13752,59
7437,2,128,5,-3,58
7438,2,210,5,101680,57
7439,2,225,9,55068,55
7440,2,-5,-5,-5,-5
7441,2,148,3,11040,55
7442,2,-1,5,142000,61
7443,2,234,6,0,57
7444,1,220,11,-3,56
7445,2,220,7,2400,57
7446,2,224,6,-3,55
7447,2,-5,-5,-5,-5
7448,2,175,9,-3,54
7449,2,190,5,-3,54
7450,2,-5,-5,-5,-5
7451,2,167,10,107915,56
7452,2,-5,-5,-5,-5
7453,2,-5,-5,-5,-5
7454,1,205,0,189000,61
7455,2,200,6,2400,59
7456,1,-5,-5,-5,-5
7457,1,214,8,40000,55
7458,2,-5,-5,-5,-5
7459,2,137,5,-3,58
7460,2,-5,-5,-5,-5
7461,1,-5,-5,-5,-5
7462,2,-5,-5,-5,-5
7463,1,-5,-5,-5,-5
7464,2,144,3,63000,60
7465,1,150,7,-3,57
7466,1,237,9,-3,55
7467,1,-5,-5,-5,-5
7468,2,-5,-5,-5,-5
7469,1,192,8,119000,54
7470,2,190,4,298800,57
7471,1,-5,-5,-5,-5
7472,1,315,2,115001,57
7473,1,-5,-5,-5,-5
7474,1,158,8,47600,58
7475,2,170,3,183435,56
7476,2,198,5,30000,54
7477,2,210,3,-3,59
7478,2,164,1,-3,57
7479,2,230,2,66873,56
7480,2,333,2,112036,55
7481,2,-5,-5,-5,-5
7482,1,-5,-5,-5,-5
7483,1,245,4,50000,56
7484,1,-5,-5,-5,-5
7485,2,-2,7,-3,55
7486,1,220,8,35000,58
7487,1,175,9,2304,61
7488,1,198,9,100000,60
7489,2,180,5,38000,57
7490,2,152,4,140000,55
7491,1,208,1,78000,54
7492,2,199,5,79077,55
7493,2,-5,-5,-5,-5
7494,2,130,2,1100,56
7495,1,220,0,70000,55
7496,2,130,3,17000,58
7497,2,272,3,-3,55
7498,2,180,3,-3,60
7499,1,270,0,-3,60
7500,2,-5,-5,-5,-5
7501,2,220,5,9430,58
7502,1,-5,-5,-5,-5
7503,2,170,11,0,56
7504,2,270,6,14960,54
7505,1,198,11,-3,56
7506,2,134,1,-3,57
7507,1,-5,-5,-5,-5
7508,2,130,1,93000,61
7509,1,260,2,140000,60
7510,2,240,5,-3,60
7511,1,170,10,20000,61
7512,1,275,3,75000,58
7513,2,140,4,152200,56
7514,2,179,7,62500,60
7515,2,275,7,71000,56
7516,1,-5,-5,-5,-5
7517,1,195,10,48000,57
7518,2,185,0,15720,56
7519,1,-5,-5,-5,-5
7520,2,156,3,22000,54
7521,1,212,2,128000,57
7522,1,224,11,43848,55
7523,1,-5,-5,-5,-5
7524,2,180,11,4428,58
7525,2,-5,-5,-5,-5
7526,1,275,0,48200,56
7527,2,190,4,197250,54
7528,1,-5,-5,-5,-5
7529,2,-5,-5,-5,-5
7530,2,-5,-5,-5,-5
7531,2,-5,-5,-5,-5
7532,2,-5,-5,-5,-5
7533,2,-2,10,-3,61
7534,1,-5,-5,-5,-5
7535,2,200,0,144000,57
7536,2,-5,-5,-5,-5
7537,2,-5,-5,-5,-5
7538,2,-5,-5,-5,-5
7539,1,-5,-5,-5,-5
7540,1,210,0,20700,57
7541,1,-5,-5,-5,-5
7542,2,232,6,130600,56
7543,2,-5,-5,-5,-5
7544,1,190,5,702057,55
7545,1,-5,-5,-5,-5
7546,2,-5,-5,-5,-5
7547,1,237,11,16272,56
7548,2,170,3,-3,58
7549,1,185,1,-3,56
7550,2,160,4,40000,54
7551,2,-1,4,0,54
7552,1,310,6,63020,56
7553,2,139,2,27000,61
7554,1,-5,-5,-5,-5
7555,1,-5,-5,-5,-5
7556,1,238,0,86008,58
7557,1,200,7,95000,57
7558,2,-5,-5,-5,-5
7559,1,224,11,225000,54
7560,2,147,2,24000,56
7561,1,160,11,702057,55
7562,2,-5,-5,-5,-5
7563,1,250,2,340000,54
7564,1,208,11,702057,58
7565,2,-5,-5,-5,-5
7566,1,165,9,12000,56
7567,1,165,9,2304,54
7568,1,240,11,75400,58
7569,1,270,3,53000,58
7570,1,181,10,81324,56
7571,2,134,3,364600,55
7572,1,175,10,37200,55
7573,2,-5,-5,-5,-5
7574,2,-5,-5,-5,-5
7575,2,158,9,111261,58
7576,1,210,0,174000,54
7577,2,245,4,13240,55
7578,2,175,9,106000,54
7579,1,-5,-5,-5,-5
7580,2,-5,-5,-5,-5
7581,2,197,9,163820,54
7582,1,150,11,-3,55
7583,2,160,3,0,59
7584,1,210,9,-3,58
7585,2,179,4,36600,56
7586,2,-5,-5,-5,-5
7587,2,178,5,220000,57
7588,1,-5,-5,-5,-5
7589,1,150,5,24000,56
7590,1,180,8,83000,55
7591,2,-5,-5,-5,-5
7592,1,205,6,120000,54
